id,type,platform,hurricane,days_from_landfall,source,author,created_date,text
phi_hel_77,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Important Update! In case you missed it in previous post, I would expect the NHC to nudge the track a bit to the East at 11am. If the track goes 20 miles (or more) to the East, the worst winds will miss Tally. Honestly,  I think those chances are quite likely. This is starting to look very ""Idalia-like.  This would also increase the winds somewhat for University of Florida  students, but the worst of the winds would still stay NW of Gainesville  ."
phi_hel_78,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,There may have been a brief tornado in Polk County around Waverly/Dundee around 9:15 am. Anyone have power loss or strong winds?
phi_hel_79,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,11am update: Helene has strengthened to 105mph winds. The center line of the track has shifted slightly to the east. The forecast has not changed for the Tampa area as a result of this update.
phi_hel_80,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Helene midday update: 1. As expected,  a little nudge to the East. This doesn't change the impacts to the Bay Area weather. Helene will make landfall in the Big Bend this evening. 2  Surge has been,  and continues to be the biggest threat to our weather. Sustained hurricane winds will stay West of our area. Hurricane winds extend 60 miles out. The eye will be at least a 100 miles West of our coastline. We will see winds of 40 to 60 along the coast late this afternoon and this evening. Less inland. A bit higher Citrus County. 3. Remember,  the highest winds are in a VERY SMALL area within 10 miles of the eye. At this point,  it looks to me like those winds will be to the East of Tallahassee. 4. I completely understand how stressful the appearance of last minute changes can be. I'm getting lots of questions about impacts for University of Florida if the track nudges East. The impacts haven't changed. The strongest winds will be NW of Gainesville. 5. This is not Ian. This storm will not take a drastic hook into the Bay Area. A subtle bump East would take this a bit farther away from Tallahassee,  but not really impact the Tampa Bay Area any differently. If there were any noteworthy changes, I promise I'd  let you know. Other than what I just mentioned,  there haven't been. 6. Our team has you covered.  Keep it right here for any updates and changes."
phi_hel_81,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"As expected, wind gusts are picking up and will get stronger through the evening. The biggest threat remains storm surge flooding through tonight. No change to our forecast based on Helene's current track."
phi_hel_82,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"2 PM | Hurricane Helene's winds are up to 110 mph. Category 3 winds begin at 111 mph. Next full update from the NHC is at 5 p.m. Here in Tampa Bay, the strongest winds begin over the next few hours through midnight."
phi_hel_83,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Winds now 110 mph. For those insisting the track is changing, it isn't. Helene will still stay far off enough offshore that sustained hurricane force winds (74+ for sixty seconds) will NOT occur in our area. Surge will become a large issue this evening along the coast. Most of our area will see winds gusting between 45 and 60 mph along the coast. Wind will be much less inland. NHC track is still a bit West of models. In my opinion, landfall will end up being in Taylor county late tonight. Updates 24/7."
phi_hel_84,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"JUST IN | Hurricane Hunters in the eye of Helene report that winds are now up to 120 mph, making Helene a Category 3. This was forecast, and does not change our impacts here in Tampa Bay. Updates on ABC Action News all day."
phi_hel_85,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"See that lightning on the North side of the eye? That's a tell-tale sign the storm continues to strengthen. New update comes out at 5pm. No real change of track is expected. Could see Cat 4 before landfall in the Big Bend area. Please don't underestimate the surge potential if you live in a Flood Zone A. Hide from the wind, run from the water."
phi_hel_86,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"While a lot of this system has been rain free for us in Tampa Bay, that is changing. There is a very strong band with individual supercells moving south to north. These cells can produce tornadoes at any time. We're on ABC all night with the latest."
phi_hel_87,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Winds are now gusting up to 70 mph along the coast. No changes to the track. This will continue for the next few hours as Helene moves along the coast. Power outages are increasing rapidly.
phi_hel_88,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Power outages on the rise... winds are gusting over 60 mph along the coast now with a strong rain band coming in from the Gulf. Winds will continue at this intensity or stronger for the next 6 hours as Helene passes to our west by about 75-100 miles.
phi_hel_89,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_hel_90,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Sarasota County. Download the ABC Action News App for the latest information.
phi_hel_91,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"A Tornado Warning has been issued for parts of Sarasota, Charlotte until Sep 26 5:15PM. Download the ABC Action News App for the latest weather information."
phi_hel_92,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"In spite of ""armchair meteorologists"" convinced Helene is turning toward the Tampa Bay Area, it's not. It IS, however, getting stronger. Winds are now 125 per hour and could become a Cat 4 hurricane before making landfall in the Big Bend area. The impacts on our area have not changed. VERY strong winds are gusting at this hour to 70 mph along the coast. We're on LIVE right now on ABC Action News with the latest."
phi_hel_93,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Sarasota County. Download the ABC Action News App for the latest information.
phi_hel_94,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Manatee County. Download the ABC Action News App for the latest information.
phi_hel_95,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_hel_96,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"A Tornado Warning has been issued for parts of Manatee, Sarasota until Sep 26 5:15PM. Download the ABC Action News App for the latest weather information."
phi_hel_97,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Sarasota County. Download the ABC Action News App for the latest information.
phi_hel_98,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_hel_99,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_hel_100,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"A Tornado Warning has been issued for parts of Sarasota, Charlotte, Lee, DeSoto until Sep 26 5:30PM. Download the ABC Action News App for the latest weather information."
phi_hel_101,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Sarasota County. Download the ABC Action News App for the latest information.
phi_hel_102,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_hel_103,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Manatee County. Download the ABC Action News App for the latest information.
phi_hel_104,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_hel_105,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"A Tornado Warning has been issued for parts of Charlotte, Sarasota, DeSoto, Manatee until Sep 26 5:45PM. Download the ABC Action News App for the latest weather information."
phi_hel_106,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"We are getting significant surge, water rise and flooding at LOW TIDE. Water will continue to rise for the next 4 to 6 hours. Winds have been gusting from 40 to 60 mph with a few spots near 70 mph."
phi_hel_107,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_hel_108,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Sarasota County. Download the ABC Action News App for the latest information.
phi_hel_109,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_hel_110,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_hel_111,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"A Tornado Warning has been issued for parts of Charlotte, Sarasota, DeSoto until Sep 26 6:00PM. Download the ABC Action News App for the latest weather information."
phi_hel_112,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_hel_113,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Hardee County. Download the ABC Action News App for the latest information.
phi_hel_114,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Manatee County. Download the ABC Action News App for the latest information.
phi_hel_115,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_hel_116,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"A Tornado Warning has been issued for parts of DeSoto, Hardee, Manatee until Sep 26 6:00PM. Download the ABC Action News App for the latest weather information."
phi_hel_117,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Hard to see with a wobbly camera from the wind, but Bayshore Blvd in downtown Tampa is under water from surge off of Tampa Bay."
phi_hel_118,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_hel_119,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Sarasota County. Download the ABC Action News App for the latest information.
phi_hel_120,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Manatee County. Download the ABC Action News App for the latest information.
phi_hel_121,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_hel_122,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"A Tornado Warning has been issued for parts of Charlotte, Sarasota, DeSoto, Manatee until Sep 26 6:45PM. Download the ABC Action News App for the latest weather information."
phi_hel_123,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Consistent gusts in the 60-70 mph range along our coast right now. St Pete reporting multiple gusts nearing 70 mph. This will continue for another 4-6 hours before winds begin to lighten up.
phi_hel_124,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_hel_125,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_hel_126,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,BREAKING | Helene is now a Category 4 Hurricane with winds at 130 mph. Still moving very quickly at 23 mph to the NNE. Updates on ABC all night.
phi_hel_127,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Hillsborough County. Download the ABC Action News App for the latest.
phi_hel_128,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Polk County. Download the ABC Action News App for the latest information.
phi_hel_129,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_hel_130,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"A Tornado Warning has been issued for parts of Polk, Hillsborough until Sep 26 7:00PM. Download the ABC Action News App for the latest weather information."
phi_hel_131,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Unfortunately Helene continues to strengthen. That will continue right up until landfall. Winds are now at 130 mph. Landfall will be shortly before midnight in the ""Big Bend"" area. As for the Bay Area, forecast going as expected. No sustained hurricane force winds. Surge will peak between 10pm and 2am. Be safe."
phi_hel_132,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,How you guys doing? Hanging in there? Timing of surge will peak between 10 and 2. Winds will actually start to decrease South to North over the next few hours. Please stay safe. I hope people took the surge threat seriously.
phi_hel_133,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Hardee County. Download the ABC Action News App for the latest information.
phi_hel_134,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_hel_135,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_hel_136,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"A Tornado Warning has been issued for parts of Charlotte, Hardee, DeSoto, Manatee, Sarasota until Sep 26 7:45PM. Download the ABC Action News App for the latest weather information."
phi_hel_137,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Hurricane Helene is as close as it will get to the Pasco County coastline and South. Based on track and speed, landfall will occur around 11 o'clock in the Big Bend area. it's a REALLY close call for Tallahassee and the Western eyewall. Surge will peak in our area between 10 and 2. No candy coating it. Some areas will see the worst flooding they have seen in decades. Again, this is NOT rainfall flooding. This is Gulf water moving onshore. If you don't live near the water, you won't have to deal with surge."
phi_hel_138,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_hel_139,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_hel_140,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"A Tornado Warning has been issued for parts of Charlotte, DeSoto until Sep 26 8:15PM. Download the ABC Action News App for the latest weather information."
phi_hel_141,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_hel_142,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_hel_143,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of Hardee County. Download the ABC Action News App for the latest information.
phi_hel_144,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_hel_145,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_hel_146,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"A Tornado Warning has been issued for parts of Charlotte, DeSoto until Sep 26 8:00PM. Download the ABC Action News App for the latest weather information."
phi_hel_147,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"A Tornado Warning has been issued for parts of Hardee, DeSoto until Sep 26 8:15PM. Download the ABC Action News App for the latest weather information."
phi_hel_148,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,A Tornado Watch is in effect for our area. Please stay tuned to your ABC Action News station for the latest update.
phi_hel_149,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,WINDS | St Pete just had a wind gust of 82 mph... strongest so far here in Tampa Bay. Hurricane force gusts have now made it to the coast.
phi_hel_150,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"It's gonna be a long night for people on the coast. Surge levels could very well reach record numbers. Timing? Worst 10pm to 2am. Improving quickly tomorrow. Lost power? NEVER use a generator indoors or in a garage. If you lose power, you can watch our coverage on our streaming app. Be safe. We'll be here updating you all night long."
phi_hel_152,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,HELENE | A Tornado Watch is now in effect until 6 a.m. Friday. Bands will continue to work their way through the area from Helene as it pulls north into Georgia. Isolated tornadoes are possible.
phi_hel_153,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"Hurricane Helene will make landfall in the Big Bend area in a few hours. Winds are 130 mph and a storm surge of 10-15' are possible at landfall...possibly up to 20 feet in a few spots. The Bay Area has not, and will not experience sustained hurricane force winds, but unfortunately, surge will continue to be a threat until around 2am. Please stay safe overnight."
phi_hel_154,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,HELENE | The 9 p.m. update is not a good one for our friends in the Big Bend. Winds are now up to 140 mph as the storm is on approach to the coast. Landfall is expected in the next 1-3 hours.
phi_hel_155,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"This is one of the worst weather warnings that can be issued. An ""Extreme Wind Warning"" has been issued for the Big Bend. It does NOT include downtown Tallahassee. At this point, the worst of the winds could very well stay JUST to the East of Tally. That's not to say they won't see extremely strong winds, but the worst could stay just a few miles out of town. Let's hope so. Updates 24/7 Florida State University Florida A&M University University of Florida"
phi_hel_156,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,"And to make matters worse, look at that spin in the eyewall. Landfall will be within a hour. Where it occurs, they will see 150+ wind gusts. Again, VERY close to Tallahassee. It's literally a matter of a few miles whether or not they see the Western Eyewall."
phi_hel_157,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,HELENE | The 10 p.m. update has winds at 140 mph. Landfall is expected over the next hour just southeast of Tallahassee between St Marks and Perry.
phi_hel_158,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,This is a look at the Howard Frankland bridge just before it was closed today. FHP
phi_hel_159,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Idalia Part 2. It looks like we're about to get landfall right around Perry. Winds still clocked at 140 mph.
phi_hel_160,post,facebook,Helene,0,phillips,Denis Phillips,2024-09-26,Clearwater Beach still experiencing major flooding. NWS Tampa says waters are still rising and records have been broken in several locations across Tampa Bay for surge.
phi_hel_162,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,"There's never been anything like this in Tampa recorded history. All, from a storm over 100 miles away. No words. So many people are needing help. It'll be several hours before the water starts to recede. Are you ok?"
phi_hel_163,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,Many roads are closed across the area. Water will start to recede as we approach low tide. Daylight will bring flooding damage few have experienced in the Bay Area.
phi_hel_164,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,No words. This is Clearwater. Clearwater Police Department
phi_hel_165,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,Early look at surge totals so far. It'll be several hours before we see a significant drop in water levels.
phi_hel_166,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,Water rescues continue in Pasco County.
phi_hel_167,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,"Some early data in from NWS Tampa Bay showing record surge for the area from Hurricane Helene. The 5-8' forecast from the NHC certainly verified, with many people saying they've never seen anything like this before. Some of these records broken from Helene were just set last year by Idalia, and some of these numbers come close to doubling Idalia's surge. More data will come in over the next few days and we'll share it as soon as we get it."
phi_hel_168,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,"2am Helene Update: Winds down to 90 mph as it moves through Georgia. The faster it moves away, the quicker our water will recede. Unfortunately, it's not NEARLY quick enough. Hope you're hanging in there. The pictures and video of flooding along the coast is gut wrenching."
phi_hel_169,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,Made it home safely. Night everyone. We've got some work to do starting on Friday. Stay safe. We can get through this together.
phi_hel_170,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,Helene is now a tropical storm as it moves away from Florida. The focus moves from Gulf surge flooding to now a serious fresh water flood rain to our north as the system brings very heavy rain northward.
phi_hel_171,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,"As of 7 AM Friday, all 3 bridges across the Bay are CLOSED."
phi_hel_172,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,As of 7:15 AM the Sunshine Skyway Bridge is closed.
phi_hel_173,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,"If you have roof damage, get that patched up today. While this afternoon will be mainly dry, sct'd rain is likely Saturday and Sunday."
phi_hel_174,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,"NEW | The Gandy has re-opened. The Courtney Campbell, Howard Frankland and Skyway bridges remain closed."
phi_hel_175,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,TPA is open. Check with your airlines for flight information.
phi_hel_176,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,We will forever be in your debt for your tireless efforts during (and after) Helene's catastrophic flooding.
phi_hel_177,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,This is how it begins. Neighbors helping neighbors .
phi_hel_178,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,"After the past 24 hours, the LAST thing we want to talk about is another potential area of development. So, I'll keep it simple. It's WAY too early to worry about. The signals are much weaker with this one than what we had with Helene. I'm sure as you're scrolling, you'll see some hype about this one. Just keep on scrolling. Nothing to see here. If things change next week, we'll let you know."
phi_hel_179,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,"Ok, now I'll answer you. The airport is open. Disney is open. You can walk your dog at 4:23 Saturday afternoon."
phi_hel_180,post,facebook,Helene,1,phillips,Denis Phillips,2024-09-27,No words.
phi_mil_2,post,facebook,Milton,-4,phillips,Denis Phillips,2024-10-05,"2am NHC update:
1. Up to 80% now. Truthfully,  I don't see how this doesn't impact Florida midweek. (Wednesday)
2. It's a very unusual track, but a front draped across the Northern Gulf will pretty much steer what should be Milton into our state on Wednesday.  
3. Still a bit too early on details. Track right now looks between the Bay Area and South Florida. Models will flip flop a lot the next 36 hours. 
4. Intensity ranges from a depression to a strong hurricane.  Most models are showing a Tropical Storm or Cat 1 hurricane at landfall. The GFS is the outlier showing a stronger storm. We should know by later on Sunday. 
5. I would expect the NHC to issue a PTC on Sunday.  That would have an official track.
6. Before this arrives, the blob we spoke of for days will spread rain into our area Sunday through Tuesday.  Heaviest will be South of I-4.
7. This potential storm is gonna be tricky...at least pinpointing landfall will be. Expect the unexpected and be prepared to react accordingly. Yes, that COULD mean evacuating coastal areas again. That is not out of the realm of possibilities on Tuesday for part of the state. 
8. Our team will be there for you 24/7. (Considering I'm updating at 2:07 am, I think it speaks for itself) We know you need accurate, helpful information minus the hype. That's always our goal...to be there when you need us. (And even when you're sleeping) #FloridaStrong"
phi_mil_3,post,facebook,Milton,-4,phillips,Denis Phillips,2024-10-05,"Expect a mostly sunny start today with increasing clouds later this afternoon. Highs will top out around 90 with heat indices around 100. Rain chances are low at 20%, but we bump up the rain chance to 70% by Sunday evening."
phi_mil_4,post,facebook,Milton,-4,phillips,Denis Phillips,2024-10-05,"Saturday Morning Update:
1. Up to 90% as of 8am. No real changes overnight. Models continue to take the remnants of TD 11 from the Pacific and develop it as it moves across the Gulf. Next update will be at 2pm, unless NHC deems this a depression sooner.  That seems unlikely.
2. It's very likely a tropical (or subtropical) system develops and heads East toward Florida. Current thinking is landfall would be Wednesday. Intensity still could be anywhere from a depression to a hurricane.  Both the GFS and Euro are leaning more toward Tropical Storm or Hurricane strength. 
3. Unlike Helene, there is far less certainly on track. Models show anywhere from the Big Bend to the Keys. Once the system organizes in the next 24-36 hours , a consensus will develop.  I suspect the NHC would issue a PTC advisory on Sunday which would then telease a track. Until that point, don't get caught up on individual model runs and intensities posted online. Ensembles give you a better idea of range of location of possible landfalls.
4. Here's the bottom line. Everyone on the West coast of Florida should use the time you have this weekend to prepare for a POSSIBLE storm. Unfortunately,  after Helene, that's a huge challenge for many of us. IF this develops,  it will be a much smaller storm in size compared to Helene. Still, be prepared just in case. In addition,  wherever this goes, it will cut across the state instead of going up the coast. That means a much smaller area of the coast would be impacted. 
5. Parents of kids at Florida State University, Florida A&M University, University of Florida, University of South Florida, University of Central Florida, Florida Gulf Coast University University of Miami, The University of Tampa and many others are messaging me about potential impacts. I promise to keep you updated as we get more information.  There's still a ways to go before we know how this plays out.
6. Our team will update 24/7. We do our best to offer helpful factual information without the hype. The last thing you need is fear mongering right now. There's already enough nervousness to go around. Let's see how this plays out this weekend. Day by day. Use this weekend to prepare for any POTENTIAL midweek impacts.  ##FloridaStrong"
phi_mil_5,post,facebook,Milton,-4,phillips,Denis Phillips,2024-10-05,"TROPICS | The NHC now has development chances for our next system at 70% in the next 2 days. 90% overall. Expect a numbered or named system by Monday in the Gulf, with a possible track from the NHC late Sunday or early Monday. We'll keep you posted as the updates come in!"
phi_mil_6,post,facebook,Milton,-4,phillips,Denis Phillips,2024-10-05,Tropical Depression 14 has developed in the SW Gulf of Mexico. The first track from the NHC brings it to Florida's West Coast Wednesday as a strong Category 2 hurricane. More information to come throughout the day.
phi_mil_7,post,facebook,Milton,-4,phillips,Denis Phillips,2024-10-05,"Saturday afternoon Update:
1. The ENTIRE west coast of Florida is in the projected path of TD#14. Reasonably though, the highest likelihood of landfall is between Hernando County and South Florida. 
2. This is an extremely unusual track. Instead of coming in from the coast, Milton will come in from the West. That makes exact point of landfall extremely important.  Areas just to the SOUTH of landfall will see the worst of the surge.  Areas North will see an offshore flow and the water will be pushed away.
3. Same with wind. Remember the highest winds with any storm are usually about 5 to 10 miles from the eye. Outside of that zone, the winds are much lower. Winds will pick up later Tuesday and landfall will be Wednesday. 
4. Models show a track pretty much from the Bay Area to Naples. Anyone in that area could see landfall. Right now, the NHC says Cat 2 on the fringe of 3.  Scary numbers, but again, those numbers will only be in an area around 10 miles from where the eye makes landfall. Winds will be much lower outside the point of landfall
5. Now is the time to prepare. We have 4 days to do what you need to do to keep you and your family safe. The margin of error in this forecast is about 150 miles, but the reality is, someone on the West coast is gonna see this make landfall.  Don't underestimate it. Impacts outside that 10 mile area will probably be 75-85 mph winds about 35 miles from the center. 55-75 outside of that. Intensity isn't the big question, exact track is.
6. Inland areas will also see impact as Milton will cut right across the state. I probably don't need to say this,  but if you find yourself in an evacuation zone, evacuate if told to do so. The surge will cover a much smaller area than Helene, but could be higher.
7. Odds are, this track will have some changes. It usually does. But until that point,  prepare as you would for a landfalling hurricane near your area. 
8. At this point, students at Florida State University Florida A&M University and University of Florida are at lower risk than University of South Florida The University of Tampa Florida Gulf Coast University and University of Central Florida  We'll have a better grasp on track tomorrow."
