id,type,platform,hurricane,days_from_landfall,source,author,created_date,text,vader_neg,vader_neu,vader_pos,vader_compound,vader_label,roberta_neg,roberta_neu,roberta_pos,roberta_truncated,roberta_label
phi_deb_Aug5_1_c113,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,we have a house in Nokomis but are not there . Is it really bad ?,0.257,0.743,0.0,-0.7343,negative,0.6892539,0.29677963,0.013966449,False,NEG
phi_deb_Aug5_1_c114,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"Just woke up to no power here in valrico/dover. We have been here since 2008 and have been through many hurricanes and tropical storms and in my opinion this one by far is the worst one….I don’t want to hurricane anymore 👎, anytime Debby wants to leave is fine with me lol",0.124,0.778,0.098,-0.3818,negative,0.92346853,0.06733344,0.00919798,False,NEG
phi_deb_Aug5_1_c115,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,it definitely worse that I had expected.,0.287,0.463,0.25,-0.1027,negative,0.91821635,0.07386346,0.007920232,False,NEG
phi_deb_Aug5_1_c116,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,me too!,0.0,1.0,0.0,0.0,neutral,0.014505863,0.37807086,0.6074233,False,POS
phi_deb_Aug5_1_c117,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"I know it’s kinda hard to see but this is Redington Beach like 3 hrs ago! The street is flooded. We have water that keeps seeping into my room. I’m using a shop vac every 30 mins or so at this point thankfully but earlier it was every 5 mins or so. This storm is not to be taken lightly.
Followers: please listen to Denis and the other meteorologists!! Please. Don’t find yourself in a dangerous situation because you decided not to listen! Take care!",0.051,0.768,0.18,0.9339,positive,0.8032594,0.17608926,0.020651434,False,NEG
phi_deb_Aug5_1_c118,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Been without power since 10.36pm and it is sweltering in our home without AC or any fans going. How can anyone survive in Florida without AC in the summer here? When will they send out crews to fix the power when we still have tremendous wind gusts and rain still going on?,0.0,1.0,0.0,0.0,neutral,0.8528083,0.1351105,0.0120812245,False,NEG
phi_deb_Aug5_1_c119,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"i use battery operated fans and cooling towels...
So, where are you?
Be safe!🙏👍",0.0,0.842,0.158,0.4926,positive,0.015737895,0.33252865,0.6517334,False,POS
phi_deb_Aug5_1_c120,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Dunedin on Overcash Dr,0.0,1.0,0.0,0.0,neutral,0.020986203,0.8929625,0.08605129,False,NEUTRAL
phi_deb_Aug5_1_c121,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"Waited for Debbie all day, now she wants to show up drunk in the middle of the night 🤦🏻‍♀️🤦🏻‍♀️🤣🤣",0.05,0.816,0.134,0.6124,positive,0.7603398,0.19679229,0.042867914,False,NEG
phi_deb_Aug5_1_c122,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,How safe is that for people going to work today ?,0.0,0.775,0.225,0.4404,positive,0.39267612,0.5761704,0.031153444,False,NEUTRAL
phi_deb_Aug5_1_c123,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Thank you Dennis for all you do. I am trying to compare surge numbers to Idalia and the other two storms that flooded my house and other neighbors here in Redington. Right now we are ok. The next big high tide is around 3pm. Any thoughts? It looks like if we stay below 3.5ft we are ok. Any thoughts?,0.0,0.914,0.086,0.6553,positive,0.011946708,0.25866,0.7293933,False,POS
phi_deb_Aug5_1_c124,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,The wind and rain all night was loud and relentless! Debby seems to be a scorned woman!!! 😂,0.07,0.702,0.228,0.6449,positive,0.8431232,0.12641667,0.030460123,False,NEG
phi_deb_Aug5_1_c125,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"hey Lori!!! lol I was knocked out last night, I keep 2 fans on so I can’t hear the wind when I sleep lol now my power is out! Had to take a last min dat at work lol so glad it’s electronic now lol 😆",0.0,0.692,0.308,0.9567,positive,0.06658269,0.21810037,0.7153169,False,POS
phi_deb_Aug5_1_c126,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,I never lost power thank goodness!! I am glad yours is back!! 🥰🥰,0.053,0.351,0.596,0.9706,positive,0.0033972145,0.017236354,0.97936636,False,POS
phi_deb_Aug5_1_c127,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,yeah it’s back now finally! I was starting to get a little warm lol,0.0,0.624,0.376,0.6829,positive,0.00586141,0.075114585,0.91902405,False,POS
phi_deb_Aug5_1_c128,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,yes she is...believe me😂 Hunker down!,0.114,0.479,0.407,0.7088,positive,0.010600433,0.1145672,0.87483233,False,POS
phi_deb_Aug5_1_c129,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"But the real question is, How many diet Dr Pepper’s have you drank so far??",0.0,1.0,0.0,0.0,neutral,0.040917363,0.81823665,0.140846,False,NEUTRAL
phi_deb_Aug5_1_c130,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Love you all too!! Stay safe!!!,0.0,0.326,0.674,0.8507,positive,0.0043607918,0.012687202,0.98295206,False,POS
phi_deb_Aug5_1_c131,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,too many..lol we are fine here so far. ❤️,0.0,0.833,0.167,0.2023,positive,0.008370951,0.07310824,0.9185208,False,POS
phi_deb_Aug5_1_c132,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"BAHAH! Heather, I love you 😍",0.0,0.483,0.517,0.8172,positive,0.00600649,0.011962174,0.98203135,False,POS
phi_deb_Aug5_1_c133,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Praying for everyone in the path when it makes landfall. This was the worst tropical storm and I can’t even imagine the aftermath now that it’s strengthened. 🙏,0.116,0.734,0.15,0.0516,positive,0.81359714,0.14808914,0.038313698,False,NEG
phi_deb_Aug5_1_c134,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Bad storms and heavy wind here in Venice,0.333,0.667,0.0,-0.5423,negative,0.8430285,0.14210753,0.014863989,False,NEG
phi_deb_Aug5_1_c135,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Venice Pier winds are still cranking. Surprised!,0.0,0.732,0.268,0.2942,positive,0.7589492,0.21533424,0.02571657,False,NEG
phi_deb_Aug5_1_c136,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,it was definitely one strong tropical storm,0.0,0.455,0.545,0.7184,positive,0.21497579,0.5013061,0.2837181,False,NEUTRAL
phi_deb_Aug5_1_c137,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,here too in Bradenton. This is worse than the cat 4 I've seen,0.205,0.795,0.0,-0.4767,negative,0.9405606,0.053054944,0.006384461,False,NEG
phi_deb_Aug5_1_c138,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,yes! I couldn’t believe how it looked outside. The howling of the wind and stuff banging around outside. 😬😬,0.19,0.709,0.101,-0.3382,negative,0.5776038,0.24057694,0.18181932,False,NEG
phi_deb_Aug5_1_c139,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,it bent the flag pole in half and the flooding is awful,0.214,0.786,0.0,-0.4588,negative,0.94319844,0.050614607,0.006186852,False,NEG
phi_deb_Aug5_1_c140,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,What is the forecast for the Tampa Bay area. Not the Carolinas,0.0,1.0,0.0,0.0,neutral,0.06826482,0.9015718,0.03016344,False,NEUTRAL
phi_deb_Aug5_1_c141,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Howard Frankland bridge northbound has got surf spray blasting across three lanes at the rocks on each end. I might’ve even seen some fish in the roadway 😳,0.0,1.0,0.0,0.0,neutral,0.48766893,0.44959146,0.06273962,False,NEG
phi_deb_Aug5_1_c142,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,it was still open?!,0.0,1.0,0.0,0.0,neutral,0.03290211,0.83338577,0.13371207,False,NEUTRAL
phi_deb_Aug5_1_c143,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,yes. I made two trips over this evening 4 hours apart. There’s a trooper parked in the far right lane monitoring things.,0.0,0.886,0.114,0.4019,positive,0.013285784,0.9299125,0.05680168,False,NEUTRAL
phi_deb_Aug5_1_c144,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Well living in mobile home it always sounds worse. North Lakeland definitely getting hit hard,0.222,0.542,0.236,0.0772,positive,0.93167025,0.06166049,0.0066692424,False,NEG
phi_deb_Aug5_1_c145,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Is Polk still on tornado warning ?,0.286,0.714,0.0,-0.34,negative,0.21708097,0.7537761,0.029143013,False,NEUTRAL
phi_deb_Aug5_1_c146,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"No, I believe a Tornado Watch until 6am",0.0,1.0,0.0,0.0,neutral,0.16838388,0.7971156,0.03450047,False,NEUTRAL
phi_deb_Aug5_1_c147,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,yes they just announced it,0.0,0.597,0.403,0.4019,positive,0.0064490153,0.5866738,0.4068772,False,NEUTRAL
phi_deb_Aug5_1_c148,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"they just announced we’re back under it
But who knows
This is all over the place
We heard the tornado at 2am in my area",0.0,1.0,0.0,0.0,neutral,0.40239343,0.57104146,0.026565101,False,NEUTRAL
phi_deb_Aug5_1_c149,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"Believe me, i have gotten zero sleep. I too live in North Lakeland in a mobile home. Honestly, i am ready for all of it to be over. Praying 🙏 for you and your family to stay safe.",0.0,0.763,0.237,0.872,positive,0.46447396,0.3202142,0.21531187,False,NEG
phi_deb_Aug5_1_c150,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,same it’s definitely scary,0.405,0.253,0.342,-0.128,negative,0.8275826,0.15534407,0.017073331,False,NEG
phi_deb_Aug5_1_c151,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Thank you! It sure is.,0.0,0.371,0.629,0.6239,positive,0.008995468,0.023045268,0.9679593,False,POS
phi_deb_Aug5_1_c152,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Just got home from work and thankfully it wasn't to bad in Spring Hill. Lots of leaves down and small branches but didn't see anything big or flooding.,0.0,0.872,0.128,0.4263,positive,0.18251395,0.4951305,0.3223556,False,NEUTRAL
phi_deb_Aug5_1_c153,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Its realy misable when my dog won't settle down know something wrong.and it's getting very muggy in my house without electric.,0.0,1.0,0.0,0.0,neutral,0.91683006,0.07759717,0.0055727735,False,NEG
phi_deb_Aug5_1_c154,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Road conditions?? New port richey,0.0,1.0,0.0,0.0,neutral,0.18706474,0.7841369,0.028798392,False,NEUTRAL
phi_deb_Aug5_1_c155,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,I moved from the Tampa Bay Area right into the eye of this storm and also last year's storm. For some reason this one seams stronger then a cat one storm.,0.0,0.92,0.08,0.3818,positive,0.12757102,0.5659752,0.30645382,False,NEUTRAL
phi_deb_Aug5_1_c156,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Crap…..gonna go right on top of my son in Charleston….. 🙏🙏🙏,0.0,0.893,0.107,0.2023,positive,0.44654003,0.34398273,0.20947726,False,NEG
phi_deb_Aug5_1_c157,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Winds and rain just started all over again Sarasota,0.0,1.0,0.0,0.0,neutral,0.7351388,0.23911525,0.025746085,False,NEG
phi_deb_Aug5_1_c158,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,yup. Here in SRQ and can’t sleep.,0.0,1.0,0.0,0.0,neutral,0.6868513,0.27777535,0.035373285,False,NEG
phi_deb_Aug5_1_c159,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"yes, it sure did! Stay safe.",0.0,0.268,0.732,0.8016,positive,0.0057720384,0.07109068,0.9231373,False,POS
phi_deb_Aug5_1_c160,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,any flooding over the seawall near Marina Jacks? Or just rain?,0.0,1.0,0.0,0.0,neutral,0.14540952,0.8345922,0.01999836,False,NEUTRAL
phi_deb_Aug5_1_c161,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"Seriously…
Crazy & relentless…
Raining so hard…..",0.286,0.714,0.0,-0.34,negative,0.8008042,0.17417793,0.02501784,False,NEG
phi_deb_Aug5_1_c162,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,haven't heard.,0.0,1.0,0.0,0.0,neutral,0.18532352,0.7651559,0.04952052,False,NEUTRAL
phi_deb_Aug5_1_c163,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Thanks for all of your hard work!! Coming down pretty hard in Beverly Hills (Citrus),0.137,0.537,0.326,0.7081,positive,0.034441087,0.10696089,0.858598,False,POS
phi_deb_Aug5_1_c164,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Thank you both! It's just after midnight up here. Trying to keep up with Denis and his awesome reporting ❤️❤️❤️,0.0,0.769,0.231,0.784,positive,0.0024285994,0.013962721,0.98360866,False,POS
phi_deb_Aug5_1_c165,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,my parents are in Citrus Springs on East side of 41. I'm on a cruise in Alaska right now. Still have electric? How bad are the winds?,0.129,0.871,0.0,-0.594,negative,0.5343926,0.44225872,0.023348656,False,NEG
phi_deb_Aug5_1_c166,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,in citrus springs heavy rain and wind but all is well. Electric went out for 2 seconds and back on.,0.0,0.878,0.122,0.3919,positive,0.032237478,0.6278245,0.339938,False,NEUTRAL
phi_deb_Aug5_1_c167,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,I’m in citrus springs. Close to 41 and country club. Still have electricity. Very windy… says gusts up to 43 right now.,0.0,1.0,0.0,0.0,neutral,0.20381433,0.71692973,0.0792559,False,NEUTRAL
phi_deb_Aug5_1_c168,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,pretty windy the last hour. Calming down now,0.0,0.504,0.496,0.7096,positive,0.17620039,0.7278769,0.095922664,False,NEUTRAL
phi_deb_Aug5_1_c169,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Thank you for the update! Getting lots of rain and significant wind gusts here in Wimauma.,0.0,0.753,0.247,0.5562,positive,0.04984763,0.33792597,0.6122264,False,POS
phi_deb_Aug5_1_c170,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,it's scary,0.762,0.238,0.0,-0.4939,negative,0.47480935,0.4461391,0.07905151,False,NEG
phi_deb_Aug5_1_c171,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"Just lost our power in Dade City, sounds crazy windy right now",0.32,0.68,0.0,-0.5719,negative,0.89333,0.09614177,0.010528243,False,NEG
phi_deb_Aug5_1_c172,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,y'all doing okay?,0.0,0.513,0.487,0.2263,positive,0.019019887,0.7637204,0.21725968,False,NEUTRAL
phi_deb_Aug5_1_c173,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,yes! Power came back on at 5am,0.0,0.667,0.333,0.4574,positive,0.0034161704,0.1544859,0.84209794,False,POS
phi_deb_Aug5_1_c174,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,thank goodness!,0.0,0.0,1.0,0.6996,positive,0.008018199,0.026779639,0.9652022,False,POS
phi_deb_Aug5_1_c175,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Power is down on siesta. It’s time for this thing to end.,0.0,1.0,0.0,0.0,neutral,0.912449,0.07941912,0.008131918,False,NEG
phi_deb_Aug5_1_c176,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Prayers 🙏 🙏 🙏 thank you for keeping us updated 🙏 ❤️,0.0,0.865,0.135,0.3612,positive,0.0042513586,0.047160894,0.9485877,False,POS
phi_deb_Aug5_1_c177,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Heavy bands in Ocala just woke me up🥴,0.0,1.0,0.0,0.0,neutral,0.44850618,0.45184997,0.09964393,False,NEUTRAL
phi_deb_Aug5_1_c178,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,It's 2:55 am & I'm up. The rain & wind are so loud in Zephyrhills I can't sleep. Thanks for keeping us updated. Love all your info you always provide. Can definately see a nap today. Lol,0.055,0.783,0.161,0.6802,positive,0.017734734,0.070382155,0.9118831,False,POS
phi_deb_Aug5_1_c179,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Yah rain and wind are heavy over here in Lithia . Can’t sleep,0.0,1.0,0.0,0.0,neutral,0.8750219,0.113402456,0.011575684,False,NEG
phi_deb_Aug5_1_c180,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,me too! Ughh,0.0,1.0,0.0,0.0,neutral,0.6896947,0.21270148,0.09760376,False,NEG
phi_deb_Aug5_1_c181,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,same here.,0.0,1.0,0.0,0.0,neutral,0.30192423,0.6555378,0.042537984,False,NEUTRAL
phi_deb_Aug5_1_c182,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"Jackie, my poor cat is going nuts. She wants to go out so bad but then she freaks out when I open the door so she can look outside . She's so confused.",0.301,0.699,0.0,-0.8759,negative,0.7508146,0.2149468,0.03423853,False,NEG
phi_deb_Aug5_1_c183,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,poor thing. Mine is doing fine and I didn't let him out all day.,0.183,0.71,0.107,-0.3182,negative,0.3529889,0.40564567,0.24136548,False,NEUTRAL
phi_deb_Aug5_1_c184,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Debby definitely packed a punch 😑,0.0,0.69,0.31,0.4019,positive,0.7879266,0.18376443,0.028308878,False,NEG
phi_deb_Aug5_1_c185,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,The winds and rain have been crazy in Bradenton,0.231,0.769,0.0,-0.34,negative,0.8208643,0.15384927,0.025286473,False,NEG
phi_deb_Aug5_1_c186,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Yes still awake —-Recently in the past hr. heard a band or two go through our area.—It is bad— a little more intense than our norm summer rain storms.,0.0,0.871,0.129,0.4615,positive,0.8041203,0.17895027,0.016929438,False,NEG
phi_deb_Aug5_1_c187,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Worried about my daughter and 2 grandchild in mobile home in Lutz. Anyone here from Lutz?,0.128,0.872,0.0,-0.296,negative,0.5280409,0.4537255,0.018233635,False,NEG
phi_deb_Aug5_1_c188,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Still crazy in Sarasota!,0.473,0.527,0.0,-0.4003,negative,0.23167261,0.5005397,0.26778772,False,NEUTRAL
phi_deb_Aug5_1_c189,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Yes it sure is!,0.0,0.274,0.726,0.6476,positive,0.0043250592,0.044524223,0.9511507,False,POS
phi_deb_Aug5_1_c190,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Still heavy rain in plant city off sam-allen,0.0,1.0,0.0,0.0,neutral,0.36910364,0.5948781,0.036018316,False,NEUTRAL
phi_deb_Aug5_1_c191,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Finally got My Dogs out. Wow the Wind really picked up it was scary. Holiday,0.147,0.553,0.3,0.5106,positive,0.14542446,0.33016127,0.52441424,False,POS
phi_deb_Aug5_1_c192,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Raining heavy in Citrus County right now.,0.0,1.0,0.0,0.0,neutral,0.19796927,0.7740622,0.027968528,False,NEUTRAL
phi_deb_Aug5_1_c193,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,I’m here in Perry Florida. It’s starting to rev up.,0.0,1.0,0.0,0.0,neutral,0.018066065,0.8030622,0.1788717,False,NEUTRAL
phi_deb_Aug5_1_c194,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,and yall haven't even fully recovered from the last one! Hang in there ❤️,0.0,1.0,0.0,0.0,neutral,0.039723538,0.25638717,0.70388925,False,POS
phi_deb_Aug5_1_c195,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,🌹ty,0.0,1.0,0.0,0.0,neutral,0.044178832,0.49670538,0.4591158,False,NEUTRAL
phi_deb_Aug5_1_c196,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Perry didn’t need this. Prayers for everyone’s safety.,0.0,0.714,0.286,0.4215,positive,0.72160107,0.2502915,0.028107455,False,NEG
phi_deb_Aug5_1_c197,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"thank you, waiting for power to be restored",0.0,0.55,0.45,0.5994,positive,0.008663877,0.13097304,0.86036307,False,POS
phi_deb_Aug5_1_c198,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Good morning Dennis thank you for the information. Stay safe!!,0.0,0.441,0.559,0.8353,positive,0.0031279058,0.025108768,0.9717633,False,POS
phi_deb_Aug5_1_c199,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,I had a feeling this was going to be bad. All my hurricane shutters are closed. I still have PTSD from Ian.,0.14,0.8,0.06,-0.4588,negative,0.94393086,0.050793413,0.0052757347,False,NEG
phi_deb_Aug5_1_c200,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Pinellas park to much rains and Scary winds 😢🙏🏻,0.326,0.674,0.0,-0.743,negative,0.7428904,0.21521556,0.04189405,False,NEG
phi_deb_Aug5_1_c201,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"The rain is crazytown
Here in Lutz.
Went to bed at 10 and dumped my rain gauge, got up at 4 and it was already overflowed
So over a foot of rain in like 6-7 hours",0.069,0.867,0.064,-0.0516,negative,0.5078614,0.3870834,0.10505528,False,NEG
phi_deb_Aug5_1_c202,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"Very windy here in by USF
THANK YOU Denis Phillips",0.0,0.736,0.264,0.4995,positive,0.14591824,0.46338508,0.39069664,False,NEUTRAL
phi_deb_Aug5_2_c001,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,I’m just north of Manatee along 41 in Apollo Beach. Feels like the calm before the storm out there and awfully warm. 😞🙏,0.104,0.68,0.216,0.3848,positive,0.07486341,0.36987758,0.555259,False,POS
phi_deb_Aug5_2_c002,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Power just restored in Lakewood Ranch!,0.0,0.65,0.35,0.4003,positive,0.005028063,0.21284907,0.78212285,False,POS
phi_deb_Aug5_2_c003,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,It’s crazy out there I live in Parrish! It’s never ending,0.212,0.788,0.0,-0.4003,negative,0.2326741,0.3864277,0.3808982,False,NEUTRAL
phi_deb_Aug5_2_c004,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Power out Valrico/Dover area,0.0,1.0,0.0,0.0,neutral,0.36295637,0.61761093,0.019432724,False,NEUTRAL
phi_deb_Aug5_2_c005,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Wow. This is crazy!!,0.273,0.228,0.499,0.4559,positive,0.04184214,0.109181345,0.84897655,False,POS
phi_deb_Aug5_2_c006,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,you’re awake too I see. LOL! Go to sleep!,0.0,0.66,0.34,0.627,positive,0.22423796,0.50107265,0.2746894,False,NEUTRAL
phi_deb_Aug5_2_c007,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,I'm actually in Connecticut. I'm hopefully coming home on Tuesday.,0.0,0.769,0.231,0.4019,positive,0.0066285967,0.5534895,0.43988192,False,NEUTRAL
phi_deb_Aug5_2_c008,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"oh then you lucked out. …no tornado touchdowns…but the usual wind and rain havoc. Our standard gardenia got uprooted, no damage to lanai screens though.",0.124,0.7,0.176,0.1601,positive,0.2154373,0.47365868,0.31090403,False,NEUTRAL
phi_deb_Aug5_2_c009,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,It did get pretty windy here for a bit.,0.0,0.714,0.286,0.4939,positive,0.25450966,0.68958527,0.05590506,False,NEUTRAL
phi_deb_Aug5_2_c010,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,🙏🙏🙏,0.0,1.0,0.0,0.0,neutral,0.028570749,0.23181419,0.7396151,False,POS
phi_deb_Aug5_2_c011,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Is this ever going to stop ?,0.268,0.732,0.0,-0.296,negative,0.88160795,0.11025731,0.00813469,False,NEG
phi_deb_Aug5_2_c012,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,🙏🙏,0.0,1.0,0.0,0.0,neutral,0.037602644,0.27829945,0.68409795,False,POS
phi_deb_Aug5_3_c001,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,So far it is a 20 hour storm for us in Nokomis... and more to come.,0.0,1.0,0.0,0.0,neutral,0.23191856,0.7052205,0.06286098,False,NEUTRAL
phi_deb_Aug5_3_c002,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,This storm had a ton of water.,0.0,1.0,0.0,0.0,neutral,0.26805523,0.6043869,0.12755786,False,NEUTRAL
phi_deb_Aug5_3_c003,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Port tampa right now,0.0,1.0,0.0,0.0,neutral,0.04399087,0.8652183,0.090790786,False,NEUTRAL
phi_deb_Aug5_3_c004,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,It's bad here in North Lakeland. Heavy rain.,0.333,0.667,0.0,-0.5423,negative,0.9058217,0.08385094,0.0103274295,False,NEG
phi_deb_Aug5_3_c005,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"Do you know when it might let up in Sarasota!
Thank you for everything you do you’re the best. ♥️🙏🏼",0.0,0.673,0.327,0.9041,positive,0.0047037518,0.0337325,0.96156377,False,POS
phi_deb_Aug5_3_c006,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Lost power in Homosassa few minutes ago.,0.277,0.723,0.0,-0.3182,negative,0.729901,0.25917587,0.010923124,False,NEG
phi_deb_Aug5_3_c007,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,Yay power just came back on!!,0.0,0.557,0.443,0.6103,positive,0.002447068,0.014273071,0.9832798,False,POS
phi_deb_Aug5_4_c001,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,North Lakeland has strong gusts of wind and rain that woke me up. Thanks Dennis for keeping us informed.,0.0,0.733,0.267,0.7351,positive,0.08185575,0.63572186,0.28242233,False,NEUTRAL
phi_deb_Aug5_4_c002,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,yes it was pretty bad here,0.282,0.242,0.476,0.34,positive,0.8991924,0.09215294,0.0086547285,False,NEG
phi_deb_Aug5_4_c003,comment,facebook,Debby,0,phillips,Denis Phillips,2024-08-05,"Pasco near Mirada… we have sustained wind and then pretty gnarly wind gusts. And the rain… SOOO MUCH. It will be still and quiet for a few minutes and then start whipping around out there again.
It’s not bad, but I wasn’t thinking it would be this strong here.",0.0,0.831,0.169,0.8533,positive,0.6360003,0.30981657,0.054183125,False,NEG
